timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1675792488493,653,topgear,200,OK,Thread Group 1-92,text,true,,388820,240,9,9,https://www.topgear.com/,75,0,29
1675792488493,75,topgear-0,301,Moved Permanently,Thread Group 1-92,,true,,319,120,9,9,http://www.topgear.com/,75,0,29
1675792488568,578,topgear-1,200,OK,Thread Group 1-92,text,true,,388501,120,9,9,https://www.topgear.com/,444,0,67
1675792488546,669,topgear,200,OK,Thread Group 1-99,text,true,,388820,240,8,8,https://www.topgear.com/,68,0,46
1675792488546,68,topgear-0,301,Moved Permanently,Thread Group 1-99,,true,,319,120,8,8,http://www.topgear.com/,68,0,46
1675792488614,601,topgear-1,200,OK,Thread Group 1-99,text,true,,388501,120,8,8,https://www.topgear.com/,488,0,69
1675792488953,280,djmag,200,OK,Thread Group 1-93,text,true,,93137,232,7,7,https://djmag.com/,61,0,31
1675792488953,61,djmag-0,301,Moved Permanently,Thread Group 1-93,,true,,662,118,7,7,http://www.djmag.com/,61,0,31
1675792489015,218,djmag-1,200,OK,Thread Group 1-93,text,true,,92475,114,7,7,https://djmag.com/,164,0,87
1675792488474,921,topgear,200,OK,Thread Group 1-97,text,true,,388762,240,7,7,https://www.topgear.com/,49,0,20
1675792488474,49,topgear-0,301,Moved Permanently,Thread Group 1-97,,true,,319,120,7,7,http://www.topgear.com/,49,0,20
1675792488523,872,topgear-1,200,OK,Thread Group 1-97,text,true,,388443,120,7,7,https://www.topgear.com/,784,0,82
1675792489233,303,wikipedia,200,OK,Thread Group 1-93,text,true,,77212,244,6,6,https://www.wikipedia.org/,79,0,40
1675792489233,79,wikipedia-0,301,TLS Redirect,Thread Group 1-93,,true,,595,122,6,6,http://www.wikipedia.org/,79,0,40
1675792489313,223,wikipedia-1,200,OK,Thread Group 1-93,text,true,,76617,122,6,6,https://www.wikipedia.org/,145,0,91
1675792488679,860,topgear,200,OK,Thread Group 1-98,text,true,,388755,240,6,6,https://www.topgear.com/,54,0,27
1675792488679,54,topgear-0,301,Moved Permanently,Thread Group 1-98,,true,,319,120,6,6,http://www.topgear.com/,54,0,27
1675792488734,805,topgear-1,200,OK,Thread Group 1-98,text,true,,388436,120,6,6,https://www.topgear.com/,710,0,51
1675792488140,1489,topgear,200,OK,Thread Group 1-94,text,true,,388820,240,5,5,https://www.topgear.com/,56,0,24
1675792488140,56,topgear-0,301,Moved Permanently,Thread Group 1-94,,true,,319,120,5,5,http://www.topgear.com/,56,0,24
1675792488197,1432,topgear-1,200,OK,Thread Group 1-94,text,true,,388501,120,5,5,https://www.topgear.com/,1337,0,58
1675792488979,825,topgear,200,OK,Thread Group 1-95,text,true,,388755,240,4,4,https://www.topgear.com/,47,0,21
1675792488979,47,topgear-0,301,Moved Permanently,Thread Group 1-95,,true,,319,120,4,4,http://www.topgear.com/,47,0,21
1675792489026,778,topgear-1,200,OK,Thread Group 1-95,text,true,,388436,120,4,4,https://www.topgear.com/,684,0,79
1675792488609,1372,topgear,200,OK,Thread Group 1-100,text,true,,388820,240,3,3,https://www.topgear.com/,43,0,20
1675792488609,43,topgear-0,301,Moved Permanently,Thread Group 1-100,,true,,319,120,3,3,http://www.topgear.com/,43,0,20
1675792488652,1329,topgear-1,200,OK,Thread Group 1-100,text,true,,388501,120,3,3,https://www.topgear.com/,1236,0,68
1675792488980,1280,topgear,200,OK,Thread Group 1-96,text,true,,388820,240,2,2,https://www.topgear.com/,58,0,25
1675792488980,58,topgear-0,301,Moved Permanently,Thread Group 1-96,,true,,319,120,2,2,http://www.topgear.com/,58,0,25
1675792489039,1221,topgear-1,200,OK,Thread Group 1-96,text,true,,388501,120,2,2,https://www.topgear.com/,1125,0,75
1675792489537,833,topgear,200,OK,Thread Group 1-93,text,true,,388762,240,1,1,https://www.topgear.com/,41,0,18
1675792489537,41,topgear-0,301,Moved Permanently,Thread Group 1-93,,true,,319,120,1,1,http://www.topgear.com/,41,0,18
1675792489579,791,topgear-1,200,OK,Thread Group 1-93,text,true,,388443,120,1,1,https://www.topgear.com/,688,0,55
