timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1675792488581,397,wikipedia,200,OK,Thread Group 1-95,text,true,,77212,244,11,11,https://www.wikipedia.org/,85,0,43
1675792488581,85,wikipedia-0,301,TLS Redirect,Thread Group 1-95,,true,,595,122,11,11,http://www.wikipedia.org/,85,0,43
1675792488666,312,wikipedia-1,200,OK,Thread Group 1-95,text,true,,76617,122,11,11,https://www.wikipedia.org/,220,0,131
1675792488623,356,wikipedia,200,OK,Thread Group 1-96,text,true,,77212,244,11,11,https://www.wikipedia.org/,104,0,54
1675792488623,104,wikipedia-0,301,TLS Redirect,Thread Group 1-96,,true,,595,122,11,11,http://www.wikipedia.org/,104,0,54
1675792488728,251,wikipedia-1,200,OK,Thread Group 1-96,text,true,,76617,122,11,11,https://www.wikipedia.org/,158,0,98
1675792488416,673,topgear,200,OK,Thread Group 1-87,text,true,,388755,240,11,11,https://www.topgear.com/,43,0,21
1675792488416,43,topgear-0,301,Moved Permanently,Thread Group 1-87,,true,,319,120,11,11,http://www.topgear.com/,43,0,21
1675792488459,630,topgear-1,200,OK,Thread Group 1-87,text,true,,388436,120,11,11,https://www.topgear.com/,493,0,52
1675792488143,982,topgear,200,OK,Thread Group 1-71,text,true,,388762,240,10,10,https://www.topgear.com/,53,0,21
1675792488143,53,topgear-0,301,Moved Permanently,Thread Group 1-71,,true,,319,120,10,10,http://www.topgear.com/,53,0,21
1675792488197,928,topgear-1,200,OK,Thread Group 1-71,text,true,,388443,120,10,10,https://www.topgear.com/,797,0,61
